Time,Open,High,Low,Close
1716364200,69763.5,69877.5,69762.5,69860
1716364500,69859,69859,69745,69746
1716364800,69746,69821,69678.5,69729.5
1716365100,69736,69877.5,69669,69867
1716365400,69871.5,69959,69871.5,69950.5
1716365700,69950.5,69980,69926,69942
1716366000,69957,69959,69934,69935.5
1716366300,69944,70015.5,69888,69978
1716366600,69972.5,70268,69972.5,70125
1716366900,70118,70174,70081.5,70159.5
1716367200,70159.5,70165,70054.5,70066
1716367500,70065,70107.5,70060,70094.5
1716367800,70101,70142,70081,70094.5
1716368100,70093.5,70096.5,70033.5,70040.5
1716368400,70041,70060.5,69936.5,69974
1716368700,69973,69973,69883.5,69915
1716369000,69913.5,69959.5,69912.5,69935
1716369300,69934,70022,69869,69994.5
1716369600,69994.5,70072.5,69944.5,70011.5
1716369900,70010.5,70062.5,69982,70051.5
1716370200,70043,70112.5,69978,70100.5
1716370500,70099.5,70115.5,69966,69967
1716370800,69969.5,70013,69924.5,69936.5
1716371100,69927.5,70040.5,69882.5,70033
1716371400,70039.5,70039.5,69930,70012.5
1716371700,70011.5,70063,70011.5,70020
1716372000,70021,70021,69965.5,70008
1716372300,70001.5,70068,69991,70068
1716372600,70073.5,70112.5,70056.5,70073.5
1716372900,70072,70090.5,70059,70090.5
1716373200,70085,70138,70082,70108
1716373500,70108,70141,70074.5,70139
1716373800,70139,70228.5,70134,70177
1716374100,70169.5,70173,70119,70171
1716374400,70171,70222,70144,70222
1716374700,70221,70259.5,70167.5,70231.5
1716375000,70232.5,70232.5,70147.5,70155
1716375300,70155,70214.5,70138,70214
1716375600,70214,70295,70169,70266.5
1716375900,70255,70256,70185.5,70234.5
1716376200,70234.5,70256,70204,70216.5
1716376500,70213,70222.5,70142.5,70163.5
1716376800,70162,70174.5,70082,70099.5
1716377100,70098.5,70127.5,70064.5,70066.5
1716377400,70066.5,70114,70027,70079
1716377700,70078,70088,70041.5,70049.5
1716378000,70054,70062,69956,70030
1716378300,70030,70063,69943.5,70023
1716378600,70026.5,70036.5,69844.5,69882
1716378900,69882,69940.5,69751,69752
1716379200,69752,69955,69651.5,69863
1716379500,69868,69940,69837,69903.5
1716379800,69907.5,70032,69893,70029
1716380100,70039.5,70120.5,69957,70098
1716380400,70099.5,70099.5,69973.5,70047.5
1716380700,70046.5,70066.5,69951.5,70066.5
1716381000,70048,70065.5,69873.5,69911.5
1716381300,69913,69935,69790.5,69831.5
1716381600,69819,69833,69671.5,69757
1716381900,69747,69808,69658.5,69743
1716382200,69743,69745.5,69524,69624.5
1716382500,69624.5,69686,69545.5,69674.5
1716382800,69674,69883,69672.5,69869.5
1716383100,69880,69885,69743,69786
1716383400,69787,69872.5,69772.5,69838.5
1716383700,69851,69919,69824.5,69900
1716384000,69900,69900,69750,69785.5
1716384300,69797.5,69832,69701,69734.5
1716384600,69751,69869.5,69701.5,69771
1716384900,69769,69852.5,69593.5,69613.5
1716385200,69616.5,69621,69470,69572.5
1716385500,69561,69620,69514.5,69543.5
1716385800,69544,69678,69536.5,69555.5
1716386100,69560.5,69614,69465.5,69614
1716386400,69632,69684.5,69531.5,69599
1716386700,69598.5,69653.5,69522.5,69522.5
1716387000,69516,69571,69470,69570.5
1716387300,69569.5,70081,69546,69867
1716387600,69858,69993.5,69778,69879
1716387900,69873,69961,69505,69732
1716388200,69726,69785,69635.5,69718.5
1716388500,69707.5,69873,69700,69784
1716388800,69801.5,69881.5,69801.5,69841.5
1716389100,69835.5,70035,69824.5,69988
1716389400,69988,70205.5,69927,70133
1716389700,70132,70160.5,70089.5,70135.5
1716390000,70133,70172,70100,70172
1716390300,70173.5,70314.5,70085,70105
1716390600,70106,70108,69964.5,70002.5
1716390900,70001.5,70119,69951,70119
1716391200,70118.5,70189,70085,70141
1716391500,70126,70300,70126,70250.5
1716391800,70253,70257,70166,70196.5
1716392100,70195.5,70247.5,70158,70245
1716392400,70245,70632.5,70245,70528
1716392700,70539.5,70641,70407.5,70531
1716393000,70536,70557.5,70416.5,70537
1716393300,70536,70537,70369.5,70481
1716393600,70473,70529,70304,70345
1716393900,70349.5,70439,70349.5,70430
1716394200,70431,70701.5,70431,70701.5
1716394500,70701.5,70702,70520,70554
1716394800,70550,70588,70480,70566
1716395100,70562,70574.5,70390,70405
1716395400,70420.5,70474.5,70342,70385.5
1716395700,70379,70380,70236,70294
1716396000,70294,70325,70205.5,70313
1716396300,70309,70368.5,70232,70285.5
1716396600,70286.5,70312.5,70254.5,70278
1716396900,70277,70314.5,70244.5,70246
1716397200,70246.5,70267.5,70101.5,70134.5
1716397500,70133.5,70234.5,70116,70171.5
1716397800,70183,70211,70121,70211
1716398100,70210,70471,70168,70341.5
1716398400,70330.5,70388,70284,70315
1716398700,70304,70317,70264,70280.5
1716399000,70280.5,70310.5,70260.5,70310
1716399300,70309,70309,69900,70002.5
1716399600,70002.5,70002.5,69692,69779
1716399900,69771.5,69882.5,69687,69880
1716400200,69873,69930,69823.5,69878.5
1716400500,69884,69939.5,69793.5,69879
1716400800,69871.5,69918,69573.5,69696
1716401100,69711.5,69804,69600,69670.5
1716401400,69663.5,69706,69617.5,69701
1716401700,69706,69733,69546.5,69600
1716402000,69598,69602.5,69282,69446
1716402300,69451.5,69522,69418.5,69420
1716402600,69417.5,69539.5,69411,69531
1716402900,69524.5,69564.5,69250,69408.5
1716403200,69404.5,69524.5,69401.5,69516
1716403500,69511.5,69705,69511.5,69664.5
1716403800,69650,69672,69609.5,69638.5
1716404100,69638.5,69685,69613.5,69622
1716404400,69617,69645.5,69535.5,69645.5
1716404700,69640.5,69738,69568,69731
1716405000,69725.5,69737.5,69570,69595
1716405300,69598,69598,69471,69511.5
1716405600,69516,69624,69514.5,69617.5
1716405900,69616.5,69698,69616.5,69652
1716406200,69651,69800,69635,69723
1716406500,69722,69796,69693.5,69711
1716406800,69727,69728.5,69663.5,69668
1716407100,69672.5,69754,69655.5,69671
1716407400,69681,69765.5,69641.5,69759
1716407700,69796.5,69838,69592.5,69637
1716408000,69668,69756.5,69620.5,69710
1716408300,69700,69806,69700,69798.5
1716408600,69799.5,69870.5,69798,69835.5
1716408900,69825.5,69877,69739,69806
1716409200,69785.5,69994.5,69670,69681
1716409500,69679,69738,69617.5,69624.5
1716409800,69603,69666,69395,69407.5
1716410100,69410.5,69604.5,69410.5,69588
1716410400,69575,69575,69488.5,69522.5
1716410700,69521.5,69597,69508,69545.5
1716411000,69527,69534.5,69488.5,69488.5
1716411300,69487.5,69504,69456,69462
1716411600,69460.5,69474,69365,69408
1716411900,69400,69422,68906.5,69088.5
1716412200,69127.5,69266,69048.5,69113.5
1716412500,69088.5,69269,69087.5,69230.5
1716412800,69246,69329,69230,69329
1716413100,69323.5,69399.5,69257.5,69373.5
1716413400,69363,69417,69305,69417
1716413700,69411,69685,69411,69625.5
1716414000,69634,69638,69449.5,69475
1716414300,69478.5,69529.5,69426.5,69529.5
1716414600,69525,69613.5,69488.5,69565
1716414900,69560,69592.5,69488.5,69511.5
1716415200,69531.5,69539,69378.5,69382.5
1716415500,69393,69444.5,69343.5,69352
1716415800,69353,69422,69353,69421.5
1716416100,69406.5,69409,69347.5,69347.5
1716416400,69351,69356.5,69254,69356.5
1716416700,69345,69364,69345,69357
1716417000,69364,69364,69235.5,69265.5
1716417300,69250.5,69250.5,69095.5,69164.5
1716417600,69175.5,69210,69124.5,69124.5
1716417900,69113.5,69217,69096.5,69194
1716418200,69170,69180,69126,69145
1716418500,69144,69201,69094,69182.5
1716418800,69183.5,69183.5,69094,69121.5
1716419100,69120.5,69175,69092,69136.5
1716419400,69137,69263,69137,69164.5
1716419700,69163.5,69163.5,69069.5,69069.5
1716420000,69068,69158.5,69051.5,69146.5
1716420300,69145.5,69173,69138.5,69173
1716420600,69134.5,69195,69125.5,69144.5
1716420900,69143.5,69185,69113.5,69165
1716421200,69146.5,69162,69124.5,69160.5
1716421500,69163,69226.5,69163,69226.5
1716421800,69203.5,69272,69202.5,69270.5
1716422100,69266,69266,69195.5,69196.5
1716422400,69227.5,69372.5,69227.5,69329.5
1716422700,69321.5,69349,69269.5,69314.5
1716423000,69296.5,69375,69296.5,69358
1716423300,69355.5,69471,69355.5,69453.5
1716423600,69447,69448,69363.5,69431
1716423900,69430,69464.5,69408.5,69408.5
1716424200,69390.5,69552.5,69390,69536
1716424500,69535,69621.5,69526,69621.5
1716424800,69621.5,69639.5,69555,69574.5
1716425100,69578,69662.5,69563,69578.5
1716425400,69579.5,69601,69533.5,69592.5
1716425700,69592.5,69600,69515,69530
1716426000,69527,69549.5,69433.5,69442
1716426300,69442,69468.5,69366.5,69373.5
1716426600,69375,69398,69289.5,69398
1716426900,69397,69498,69388,69393.5
1716427200,69401,69514,69401,69461
1716427500,69460,69581.5,69460,69545.5
1716427800,69545.5,69648,69511,69593.5
1716428100,69592.5,69610.5,69550,69557.5
1716428400,69578,69612,69557,69577
1716428700,69569,69569,69508,69528.5
1716429000,69529.5,69554.5,69505.5,69513
1716429300,69512,69534.5,69504,69505
1716429600,69507.5,69592,69487.5,69568.5
1716429900,69568.5,69569.5,69519.5,69543.5
1716430200,69535,69570,69534.5,69551.5
1716430500,69550.5,69574,69546.5,69546.5
1716430800,69546.5,69582,69544.5,69557.5
1716431100,69550,69550.5,69474,69486
1716431400,69487,69511,69446,69466
1716431700,69465,69539,69465,69497.5
1716432000,69497.5,69497.5,69471,69471
1716432300,69470,69526,69447,69447
1716432600,69448,69476,69385.5,69476
1716432900,69471.5,69526.5,69471.5,69513.5
1716433200,69525,69531.5,69436,69495.5
1716433500,69494.5,69506.5,69438.5,69459.5
1716433800,69466.5,69505.5,69466.5,69488.5
1716434100,69487.5,69487.5,69424,69455
1716434400,69455,69481,69455,69471
1716434700,69470,69470,69425,69443
1716435000,69446,69455,69383,69400
1716435300,69399,69408.5,69358.5,69384.5
1716435600,69367.5,69375,69322.5,69354
1716435900,69346.5,69406.5,69345,69382.5
1716436200,69383.5,69408.5,69364,69392.5
1716436500,69391.5,69548,69391.5,69462.5
1716436800,69464,69516.5,69460,69514.5
1716437100,69513.5,69539,69447,69461
1716437400,69461,69502.5,69434,69493.5
1716437700,69503,69503,69445,69457.5
1716438000,69459.5,69483.5,69429,69434
1716438300,69456,69522,69456,69522
1716438600,69521,69543.5,69487.5,69513.5
1716438900,69524.5,69562,69520,69554
1716439200,69553,69574,69533,69564.5
1716439500,69564.5,69590.5,69486,69534.5
1716439800,69527,69599.5,69499.5,69556.5
1716440100,69554.5,69574,69539,69574
1716440400,69567,69584,69477,69503.5
1716440700,69487.5,69527,69450.5,69453
1716441000,69452.5,69499,69430.5,69477.5
1716441300,69476.5,69494.5,69361.5,69445
1716441600,69445.5,69472,69425.5,69460
1716441900,69468,69519,69462,69471
1716442200,69472,69472,69376.5,69391
1716442500,69391,69424,69376,69383.5
1716442800,69378.5,69440.5,69377.5,69389
1716443100,69389,69442,69368.5,69392.5
1716443400,69392.5,69428.5,69359.5,69384
1716443700,69382.5,69495.5,69382.5,69490.5
1716444000,69484.5,69484.5,69442,69452
1716444300,69452,69498.5,69444.5,69498.5
1716444600,69489,69511.5,69408.5,69450
1716444900,69460,69485.5,69436,69436
1716445200,69425,69464,69393,69464
1716445500,69463,69476,69440,69440
1716445800,69439,69496,69439,69476.5
1716446100,69475.5,69476.5,69417.5,69458
1716446400,69469.5,69576,69468.5,69524
1716446700,69525,69599.5,69501,69599.5
1716447000,69598.5,69689,69598.5,69612
1716447300,69611,69640,69567.5,69568.5
1716447600,69574,69626,69477.5,69491.5
1716447900,69505,69592.5,69505,69524.5
1716448200,69524.5,69550,69493.5,69537.5
1716448500,69531.5,69558,69513.5,69537
1716448800,69544,69588.5,69535,69562
1716449100,69561,69561.5,69548,69550
1716449400,69539,69647.5,69525,69647.5
1716449700,69646.5,69829,69641,69828
1716450000,69829,69875.5,69726.5,69800
1716450300,69785,69833,69724.5,69724.5
1716450600,69718.5,69757,69663,69719
1716450900,69718,69774.5,69718,69747.5
1716451200,69747.5,69766,69710,69722.5
1716451500,69721,69832,69713.5,69832
1716451800,69823.5,69836,69753.5,69786
1716452100,69785,69871,69785,69801.5
1716452400,69792,69792,69685.5,69728
1716452700,69726.5,69726.5,69659.5,69675
1716453000,69675,69714.5,69629,69704.5
1716453300,69704.5,69723.5,69599.5,69656.5
1716453600,69656.5,69672,69590,69656.5
1716453900,69655.5,69673,69599.5,69650
1716454200,69650.5,69702,69623,69624.5
1716454500,69623,69711,69619,69711
1716454800,69710.5,69783.5,69700.5,69705.5
1716455100,69704.5,69794,69689.5,69794
1716455400,69794,69823.5,69766.5,69796.5
1716455700,69793.5,69830,69737,69779.5
1716456000,69768.5,69831,69754,69762.5
1716456300,69761.5,69792.5,69722.5,69752
1716456600,69752,69863,69729,69847
1716456900,69851.5,69852.5,69761.5,69775
1716457200,69775,69775,69633,69661
1716457500,69661,69686,69603,69669
1716457800,69669,69700,69657.5,69697
1716458100,69696,69697,69651.5,69669.5
1716458400,69670.5,69685.5,69604.5,69685.5
1716458700,69696,69734,69696,69703.5
1716459000,69708,69790,69708,69755.5
1716459300,69754.5,69824,69754.5,69824
1716459600,69824,69824,69724,69724.5
1716459900,69723.5,69769.5,69712,69769.5
1716460200,69769.5,69812.5,69663.5,69681
1716460500,69688.5,69776.5,69660,69776.5
1716460800,69778.5,69803,69730,69770.5
1716461100,69769.5,69802,69755.5,69769.5
1716461400,69764.5,69764.5,69600,69601.5
1716461700,69600,69601.5,69548,69563.5
1716462000,69563.5,69623,69562.5,69623
1716462300,69622,69784,69621.5,69747.5
1716462600,69748.5,69764.5,69697.5,69756.5
1716462900,69755,69809,69720.5,69804.5
1716463200,69814,69914,69814,69911
1716463500,69908.5,69977.5,69898,69944
1716463800,69945,70052,69942.5,70026
1716464100,70025,70025,69955,69973
1716464400,69974,70021.5,69943.5,69946
1716464700,69946,69946,69870,69934.5
1716465000,69934.5,70081.5,69933.5,70007
1716465300,70007,70089,69966,70002
1716465600,70000,70094.5,69974.5,69995.5
1716465900,69994.5,70125,69946,70063
1716466200,70059,70071.5,69977.5,69979
1716466500,69978,69996.5,69844,69859.5
1716466800,69859.5,69934,69848,69899
1716467100,69887,70077,69868.5,69988
1716467400,69967.5,69991,69866,69969
1716467700,69961,69986,69860,69905
1716468000,69904,69909.5,69844,69860
1716468300,69860,69861.5,69763,69812.5
1716468600,69812.5,69819.5,69649,69664.5
1716468900,69656.5,69706.5,69035,69453.5
1716469200,69449.5,69586.5,69247.5,69343.5
1716469500,69339.5,69500,69224.5,69373
1716469800,69399.5,69500,69350,69418
1716470100,69416.5,69447.5,69196,69205.5
1716470400,69205.5,69454,69201,69437.5
1716470700,69433.5,69458,69282.5,69307.5
1716471000,69307.5,69413.5,69150,69177.5
1716471300,69181.5,69184.5,68602.5,68693
1716471600,68693,68852,68549.5,68765.5
1716471900,68737.5,68737.5,68162,68162
1716472200,68161,68164.5,67673,68103
1716472500,68101,68187,67925,68040
1716472800,68021,68086.5,67919.5,67919.5
1716473100,67919.5,68054,67723.5,67854
1716473400,67854,68230.5,67840,68225.5
1716473700,68224,68341,68120,68120
1716474000,68120,68130.5,67893.5,67997.5
1716474300,67996.5,68080.5,67873.5,67893
1716474600,67892.5,68026,67865.5,67961
1716474900,67957.5,68002,67884.5,67987.5
1716475200,67993.5,67993.5,67733.5,67826.5
1716475500,67833.5,67873.5,67706,67711
1716475800,67708.5,67967,67612.5,67860
1716476100,67840,67858.5,67703.5,67755
1716476400,67765,68095,67720.5,67925
1716476700,67920,68102,67888.5,68097.5
1716477000,68097.5,68183,68004.5,68133.5
1716477300,68124.5,68193,68094,68116.5
1716477600,68116.5,68235,68096.5,68234.5
1716477900,68228.5,68242,68152,68221.5
1716478200,68223.5,68323,68199,68253
1716478500,68251.5,68288.5,68121.5,68226
1716478800,68227.5,68240,68152,68162.5
1716479100,68162.5,68173,67976.5,67982
1716479400,67982,68073,67966,68062
1716479700,68062,68138,68040.5,68090
1716480000,68089.5,68160.5,68028.5,68095.5
1716480300,68094.5,68164.5,68046,68121
1716480600,68125,68164,67936.5,67936.5
1716480900,67935,67987,67896,67916
1716481200,67914.5,67971,67836,67947.5
1716481500,67947.5,68081,67921,68008.5
1716481800,68009.5,68083,67978,68055.5
1716482100,68057,68157,68057,68117
1716482400,68135.5,68185.5,68081.5,68114.5
1716482700,68113.5,68138.5,67883.5,67902
1716483000,67902,67914,67809.5,67873
1716483300,67872,67936.5,67827.5,67845
1716483600,67844.5,67883,67800.5,67815
1716483900,67808,67980,67800.5,67959
1716484200,67944.5,68047,67893,67999.5
1716484500,67993.5,68052,67922.5,67952
1716484800,67952,68034,67919.5,68013.5
1716485100,68012.5,68090,67990.5,68090
1716485400,68090,68132,68047,68099.5
1716485700,68090.5,68091.5,67933.5,67950.5
1716486000,67954.5,68023.5,67909.5,67935.5
1716486300,67928,67989.5,67821.5,67852.5
1716486600,67846.5,67873.5,67716,67742.5
1716486900,67741,67763.5,67637.5,67661
1716487200,67664,67713.5,67478.5,67529
1716487500,67529,67532,67237,67374.5
1716487800,67394,67423,67068,67189.5
1716488100,67184.5,67250.5,67047,67078
1716488400,67064.5,67121.5,66773,66905.5
1716488700,66906,67193.5,66880,67090
1716489000,67058.5,67183,67036.5,67153
1716489300,67152,67345.5,67050,67299.5
1716489600,67293.5,67313,67075.5,67128.5
1716489900,67133.5,67225,67114,67225
1716490200,67229,67371,67223,67339.5
1716490500,67338.5,67450,67298,67428
1716490800,67428,67484,67313,67331
1716491100,67318,67440.5,67284.5,67415.5
1716491400,67416.5,67447.5,67363,67380
1716491700,67363.5,67447,67253,67371.5
1716492000,67379,67389,67331,67347.5
1716492300,67354,67513.5,67336.5,67492
1716492600,67474,67652.5,67452,67652.5
1716492900,67648.5,67724,67564,67626.5
1716493200,67621.5,67657.5,67579.5,67579.5
1716493500,67578.5,67578.5,67319.5,67465.5
1716493800,67464.5,67497.5,67370.5,67415.5
1716494100,67375,67387,67136.5,67223.5
1716494400,67235.5,67235.5,66280,66667
1716494700,66641,66915,66549.5,66914
1716495000,66927,66931.5,66748,66765.5
1716495300,66763,67411.5,66719.5,67389
1716495600,67374.5,67508.5,67310.5,67397
1716495900,67397,67600.5,67375,67535.5
1716496200,67525,67615,67423,67615
1716496500,67624,67783.5,67546,67613.5
1716496800,67613.5,67625,67534.5,67604
1716497100,67591,67714,67508.5,67702.5
1716497400,67702.5,67786.5,67618.5,67741
1716497700,67776,67974.5,67776,67827
1716498000,67833,68264,67753.5,67909.5
1716498300,67937.5,68360,67902.5,68307.5
1716498600,68342.5,68395,67853,67854
1716498900,67839,67853,67234,67578
1716499200,67608,67653,67281,67369
1716499500,67381.5,67441,67148,67441
1716499800,67460,67773,67437,67771.5
1716500100,67760,67760,67490.5,67525
1716500400,67534,67943,67534,67869.5
1716500700,67854,67934.5,67844,67886.5
1716501000,67914,68094,67901,68086
1716501300,68081,68138.5,67925,67925
1716501600,68006,68006,67767,67790
1716501900,67791.5,67832,67730.5,67786
1716502200,67755,67832.5,67750,67800
1716502500,67811.5,67811.5,67693,67768
1716502800,67759,67767.5,67683.5,67695.5
1716503100,67701,67701,67617,67668
1716503400,67652,67720.5,67625,67701
1716503700,67696,67734,67635.5,67653.5
1716504000,67660.5,67685.5,67634.5,67663
1716504300,67684.5,67685.5,67581,67586.5
1716504600,67598,67723.5,67578.5,67708.5
1716504900,67715.5,67743.5,67662.5,67662.5
1716505200,67716.5,67750,67682,67695
1716505500,67694,67731,67643,67702.5
1716505800,67652,67681,67516,67527.5
1716506100,67520.5,67605,67511.5,67586.5
1716506400,67590,67669.5,67571.5,67663.5
1716506700,67663,67739.5,67660.5,67698.5
1716507000,67707,67773.5,67605.5,67773.5
1716507300,67773.5,67773.5,67725.5,67747
1716507600,67717.5,67850,67687,67779
1716507900,67779,67927.5,67768.5,67927.5
1716508200,67919.5,67988,67898.5,67949
1716508500,67948,68002,67937.5,67967.5
1716508800,67971.5,67976.5,67855,67855
1716509100,67854,67854,67735,67746
1716509400,67775,67788,67684,67745.5
1716509700,67744.5,67794,67704.5,67794
1716510000,67800,67806.5,67688.5,67732.5
1716510300,67731,67797,67731,67797
1716510600,67791.5,67857,67753,67857
1716510900,67856,68008.5,67845,67975.5
1716511200,67975.5,68006.5,67911,67948.5
1716511500,67958,68034,67878,67939.5
1716511800,67939.5,67980,67875,67907.5
1716512100,67914.5,67939,67877,67877.5
1716512400,67876.5,67876.5,67777,67794.5
1716512700,67785.5,67785.5,67707.5,67751
1716513000,67743.5,67743.5,67680.5,67709
1716513300,67708,67722,67679.5,67694
1716513600,67687.5,67769,67686.5,67769
1716513900,67768,67787,67709.5,67750.5
1716514200,67729.5,67842,67718.5,67802
1716514500,67801,67850,67765,67765
1716514800,67767,67775,67696,67747.5
1716515100,67757,67829,67757,67787
1716515400,67787,67830,67780,67814
1716515700,67809,67809,67762.5,67762.5
1716516000,67758.5,67830,67730,67825.5
1716516300,67825,67854,67793.5,67801.5
1716516600,67792.5,67808.5,67753.5,67808.5
1716516900,67807.5,67854,67807.5,67838
1716517200,67838,67850,67796.5,67801
1716517500,67800,67800,67688,67761
1716517800,67761,67762.5,67664,67691
1716518100,67692,67731.5,67663.5,67711
1716518400,67711,67730,67679.5,67713
1716518700,67712,67770,67712,67770
1716519000,67770,67925,67758,67912.5
1716519300,67913,68026.5,67908.5,67998.5
1716519600,68006.5,68045,67937,68045
1716519900,68039.5,68044,67936.5,67954.5
1716520200,67955,68018.5,67939.5,68002.5
1716520500,67984.5,68011.5,67944.5,67945
1716520800,67946.5,67946.5,67869.5,67894.5
1716521100,67893.5,67956,67893.5,67939
1716521400,67939,67945,67896,67928
1716521700,67928,67966.5,67868.5,67955.5
1716522000,67955.5,67958.5,67924.5,67958.5
1716522300,67963,68017,67917.5,67918.5
1716522600,67919.5,67950.5,67837.5,67874
1716522900,67873,67900,67873,67900
1716523200,67907.5,67910,67865.5,67900
1716523500,67901.5,67922.5,67853.5,67875.5
1716523800,67875.5,67946.5,67866,67901
1716524100,67900,67903.5,67782.5,67831
1716524400,67810,67874,67791.5,67793.5
1716524700,67792.5,67809,67690.5,67763
1716525000,67764,67765.5,67682.5,67708.5
1716525300,67715.5,67749.5,67687.5,67697
1716525600,67698,67711,67678.5,67706
1716525900,67705,67737,67697,67728.5
1716526200,67732,67759,67726,67733.5
1716526500,67733.5,67739.5,67694.5,67730.5
1716526800,67722.5,67722.5,67605,67605
1716527100,67613,67658,67611.5,67633.5
1716527400,67634.5,67660,67618,67643.5
1716527700,67643.5,67643.5,67572.5,67607
1716528000,67607.5,67607.5,67516,67589.5
1716528300,67588.5,67594.5,67338,67449
1716528600,67449,67458,67297.5,67403
1716528900,67406,67421,67180.5,67300
1716529200,67290.5,67290.5,67095,67252
1716529500,67253.5,67346,67237,67276.5
1716529800,67305,67379.5,67284,67364
1716530100,67350.5,67373.5,67282.5,67325.5
1716530400,67327.5,67389.5,67236.5,67289
1716530700,67288,67517.5,67288,67517.5
1716531000,67517.5,67614.5,67509,67604.5
1716531300,67604.5,67611,67522.5,67581
1716531600,67568,67579.5,67433.5,67455.5
1716531900,67454.5,67454.5,67059.5,67174.5
1716532200,67151,67289.5,67150,67282
1716532500,67283.5,67316,67244,67290.5
1716532800,67293.5,67303.5,67126,67249.5
1716533100,67245.5,67258.5,67039.5,67157.5
1716533400,67158.5,67180.5,67070,67072
1716533700,67071,67088.5,66861.5,66930
1716534000,66922,67019,66872.5,66960.5
1716534300,66959,67035.5,66864.5,67015
1716534600,67028.5,67144,66989,67117
1716534900,67123.5,67200,67121.5,67191
1716535200,67190.5,67291.5,67182.5,67240.5
1716535500,67239.5,67309,67233,67280
1716535800,67280.5,67353,67218,67220
1716536100,67219,67239.5,67161,67182.5
1716536400,67177.5,67177.5,66984.5,67014.5
1716536700,67014.5,67088.5,66983.5,67050
1716537000,67057.5,67070.5,67024,67070.5
1716537300,67065.5,67188.5,67053,67185.5
1716537600,67186,67204,67136.5,67182.5
1716537900,67173,67191.5,67137,67142.5
1716538200,67143.5,67168.5,67028.5,67028.5
1716538500,67028.5,67065.5,66876.5,66904
1716538800,66903.5,66973.5,66797,66853
1716539100,66851,66860.5,66630,66740.5
1716539400,66720.5,66872,66687.5,66864
1716539700,66868,67010.5,66848,66984.5
1716540000,67001.5,67150.5,67001,67112
1716540300,67112,67162.5,67062.5,67162.5
1716540600,67162.5,67221,67153.5,67184.5
1716540900,67183.5,67252,67177.5,67218
1716541200,67219,67254,67182.5,67242.5
1716541500,67241.5,67263.5,67162,67182
1716541800,67183.5,67217.5,67152,67199
1716542100,67202,67229.5,67140,67211.5
1716542400,67213.5,67214,67082,67127.5
1716542700,67116.5,67167.5,67061,67167.5
1716543000,67174,67308,67157,67301.5
1716543300,67293,67341.5,67265,67314.5
1716543600,67315.5,67352.5,67290.5,67342
1716543900,67335,67350.5,67293.5,67350.5
1716544200,67350.5,67373.5,67309,67365.5
1716544500,67366,67481,67362.5,67395.5
1716544800,67399,67483,67380.5,67468
1716545100,67470.5,67470.5,67427,67439.5
1716545400,67424,67444.5,67422.5,67426.5
1716545700,67423,67460.5,67342,67419
1716546000,67420,67425.5,67350,67386
1716546300,67385,67450,67380.5,67442.5
1716546600,67442.5,67442.5,67410,67410
1716546900,67407,67449.5,67399,67406
1716547200,67404,67552,67404,67545
1716547500,67543.5,67543.5,67459,67478
1716547800,67481.5,67497.5,67436.5,67436.5
1716548100,67440,67449,67363,67363
1716548400,67392.5,67449,67377.5,67419.5
1716548700,67413.5,67490.5,67408.5,67469
1716549000,67473,67505.5,67456,67484.5
1716549300,67483.5,67495.5,67433.5,67448.5
1716549600,67476,67481,67434,67434
1716549900,67441,67455,67386.5,67387
1716550200,67386.5,67430,67385.5,67396.5
1716550500,67395.5,67414,67325,67363
1716550800,67363,67363,67298.5,67335
1716551100,67334,67363,67314.5,67344.5
1716551400,67344.5,67405,67316,67405
1716551700,67404,67472,67358.5,67380.5
1716552000,67378.5,67434,67374,67390
1716552300,67381.5,67489.5,67381.5,67480
1716552600,67481,67524,67478.5,67501.5
1716552900,67501.5,67534,67477,67486.5
1716553200,67487,67536,67465.5,67513.5
1716553500,67513.5,67592,67427,67432.5
1716553800,67416.5,67487.5,67406,67444.5
1716554100,67443,67488.5,67409.5,67428.5
1716554400,67428.5,67479.5,67418.5,67443.5
1716554700,67442.5,67473.5,67407,67448
1716555000,67449,67605,67449,67542.5
1716555300,67535.5,67595,67508,67523.5
1716555600,67528,67641.5,67522,67564.5
1716555900,67552,67552,67378.5,67403.5
1716556200,67373,67403.5,67350,67350
1716556500,67349,67413,67300,67332
1716556800,67337.5,67378,67271.5,67378
1716557100,67377,67466,67352.5,67444
1716557400,67439,67459.5,67276.5,67450
1716557700,67450,67481.5,67220,67308
1716558000,67286,67402.5,67273,67384
1716558300,67373,67390,67179,67242.5
1716558600,67247,67256,66946,66980.5
1716558900,66978.5,67146.5,66972,67097.5
1716559200,67124.5,67315.5,67089,67141.5
1716559500,67157,67159.5,67003.5,67119
1716559800,67118,67243,67107.5,67216
1716560100,67224.5,67325,67202.5,67325
1716560400,67328.5,67650,67314.5,67645.5
1716560700,67644.5,67964,67643,67833.5
1716561000,67833.5,68063,67796,67948
1716561300,67945.5,68033,67888.5,67903
1716561600,67904,67947.5,67733.5,67738.5
1716561900,67743,67852,67743,67760
1716562200,67759,67963.5,67746,67900
1716562500,67901,67941.5,67841,67879
1716562800,67880,68230,67880,68170.5
1716563100,68174.5,68231,68134,68211
1716563400,68212,68349.5,68181.5,68199
1716563700,68199,68442,68144,68438
1716564000,68438,68441.5,68177.5,68251
1716564300,68250,68318.5,68229,68230.5
1716564600,68228,68378.5,68207,68378.5
1716564900,68378.5,68413,68192,68192
